Date,Cote_cm,S_m2,V_m3,periode
2017-05-20 8:00,1729,6166641,20767920,periode4
2017-05-21 8:00,1728,6149688,20678640,periode4
2017-05-22 8:00,1727,6141753,20636850,periode4
2017-05-23 8:00,1726,6129201,20570750,periode4
2017-05-24 8:00,1723,6095753,20394600,periode4
2017-05-25 8:00,1722,6082970,20327280,periode4
2017-05-26 8:00,1722,6082921,20327025,periode4
2017-05-27 8:00,1719,6054296,20175000,periode4
2017-05-28 8:00,1718,6042207,20109000,periode4
2017-05-29 8:00,1717,6026821,20025000,periode4
2017-05-30 8:00,1718,6038452,20088500,periode4
2017-05-31 8:00,1717,6027004,20026000,periode4
2017-06-01 8:00,1715,6005482,19908500,periode4
2017-06-02 8:00,1714,5994492,19848500,periode4
2017-06-03 8:00,1713,5983502,19788500,periode4
2017-06-04 8:00,1712,5972512,19728500,periode4
2017-06-05 8:00,1711,5959660,19658333,periode4
2017-06-06 8:00,1707,5921607,19457600,periode4
2017-06-07 8:00,1708,5924998,19475300,periode4
2017-06-08 8:00,1707,5916145,19429083,periode4
2017-06-09 8:00,1705,5892733,19306855,periode4
2017-06-10 8:00,1702,5857192,19121300,periode4
2017-06-11 8:00,1701,5844761,19056400,periode4
2017-06-12 8:00,1699,5826153,18963300,periode4
2017-06-13 8:00,1698,5808412,18876750,periode4
2017-06-14 8:00,1696,5788307,18778660,periode4
2017-06-15 8:00,1695,5775297,18715190,periode4
2017-06-16 8:00,1694,5762287,18651720,periode4
2017-06-17 8:00,1693,5750460,18594020,periode4
2017-06-18 8:00,1693,5754698,18614696,periode4
2017-06-19 8:00,1689,5708223,18387300,periode4
2017-06-20 8:00,1688,5690992,18302250,periode4
2017-06-21 8:00,1686,5668019,18188850,periode4
2017-06-22 8:00,1684,5653085,18115140,periode4
2017-06-23 8:00,1683,5638152,18041430,periode4
2017-06-24 8:00,1682,5622070,17962050,periode4
2017-06-25 8:00,1682,5627335,17988037,periode4
2017-06-26 8:00,1681,5615848,17931337,periode4
2017-06-27 8:00,1680,5604331,17874692,periode4
2017-06-28 8:00,1679,5591600,17816983,periode4
2017-06-29 8:00,1677,5567156,17706183,periode4
2017-06-30 8:00,1675,5542712,17595383,periode4
2017-07-01 8:00,1673,5515416,17471657,periode4
2017-07-02 8:00,1671,5489953,17356240,periode4
2017-07-03 8:00,1667,5451446,17176390,periode4
2017-07-04 8:00,1665,5427199,17062360,periode4
2017-07-05 8:00,1665,5423100,17043084,periode4
2017-07-06 8:00,1662,5385634,16866880,periode4
2017-07-07 8:00,1660,5368315,16785430,periode4
2017-07-08 8:00,1660,5366693,16777788,periode4
2017-07-09 8:00,1659,5355474,16724687,periode4
2017-07-10 8:00,1658,5344255,16671587,periode4
2017-07-11 8:00,1657,5331091,16609284,periode4
2017-07-12 8:00,1652,5281896,16376440,periode4
2017-07-13 8:00,1651,5265067,16296790,periode4
2017-07-14 8:00,1650,5252829,16238600,periode4
2017-07-15 8:00,1648,5234632,16150200,periode4
2017-07-16 8:00,1647,5221155,16084727,periode4
2017-07-17 8:00,1643,5183253,15900600,periode4
2017-07-18 8:00,1642,5166127,15817400,periode4
2017-07-19 8:00,1640,5142998,15703550,periode4
2017-07-20 8:00,1639,5134120,15657740,periode4
2017-07-21 8:00,1637,5120311,15586480,periode4
2017-07-22 8:00,1638,5127791,15625079,periode4
2017-07-23 8:00,1637,5117927,15574179,periode4
2017-07-24 8:00,1636,5108474,15525400,periode4
2017-07-25 8:00,1634,5088567,15422675,periode4
2017-07-26 8:00,1632,5069018,15321800,periode4
2017-07-27 8:00,1630,5045319,15200000,periode4
2017-07-28 8:00,1629,5038535,15165833,periode4
2017-07-29 8:00,1627,5019092,15067917,periode4
2017-07-30 8:00,1626,5009164,15017917,periode4
2017-07-31 8:00,1625,4998409,14963750,periode4
2017-08-01 8:00,1622,4968873,14815000,periode4
2017-08-02 8:00,1621,4957952,14760000,periode4
2017-08-03 8:00,1622,4968029,14810750,periode4
2017-08-04 8:00,1618,4930662,14621800,periode4
2017-08-05 8:00,1617,4917118,14553060,periode4
2017-08-06 8:00,1617,4919757,14566451,periode4
2017-08-07 8:00,1614,4890999,14420490,periode4
2017-08-08 8:00,1612,4875520,14341930,periode4
2017-08-09 8:00,1611,4861009,14268280,periode4
2017-08-10 8:00,1611,4863159,14279191,periode4
2017-08-11 8:00,1609,4843433,14185800,periode4
2017-08-12 8:00,1607,4819387,14080200,periode4
2017-08-13 8:00,1606,4808639,14033000,periode4
2017-08-14 8:00,1604,4787235,13939000,periode4
2017-08-15 8:00,1603,4775319,13886673,periode4
2017-08-16 8:00,1600,4742770,13744320,periode4
2017-08-17 8:00,1599,4727169,13683480,periode4
2017-08-18 8:00,1597,4711567,13622640,periode4
2017-08-19 8:00,1596,4693566,13552440,periode4
2017-08-20 8:00,1595,4682765,13510320,periode4
2017-08-21 8:00,1596,4693446,13551972,periode4
2017-08-22 8:00,1592,4641962,13351200,periode4
2017-08-23 8:00,1590,4622812,13276430,periode4
2017-08-24 8:00,1590,4623004,13277192,periode4
2017-08-25 8:00,1588,4600052,13185792,periode4
2017-08-26 8:00,1586,4577578,13096296,periode4
2017-08-27 8:00,1585,4565850,13049592,periode4
2017-08-28 8:00,1583,4547071,12974810,periode4
2017-08-29 8:00,1582,4534447,12924540,periode4
2017-08-30 8:00,1581,4516086,12851420,periode4
2017-08-31 8:00,1579,4497993,12779500,periode4
2017-09-01 8:00,1578,4490148,12748350,periode4
2017-09-02 8:00,1578,4485665,12730550,periode4
2017-09-03 8:00,1577,4477820,12699400,periode4
2017-09-04 8:00,1574,4445320,12570350,periode4
2017-09-05 8:00,1574,4441491,12555146,periode4
2017-09-06 8:00,1573,4430284,12510646,periode4
2017-09-07 8:00,1572,4419030,12465960,periode4
2017-09-08 8:00,1571,4406096,12414600,periode4
2017-09-09 8:00,1569,4381127,12318240,periode4
2017-09-10 8:00,1568,4369696,12274840,periode4
2017-09-11 8:00,1568,4369696,12274840,periode4
2017-09-12 8:00,1568,4373315,12288583,periode4
2017-09-13 8:00,1566,4350263,12201060,periode4
2017-09-14 8:00,1564,4326258,12109920,periode4
2017-09-15 8:00,1563,4319399,12083880,periode4
2017-09-16 8:00,1563,4316827,12074115,periode4
2017-09-17 8:00,1562,4305206,12029992,periode4
2017-09-18 8:00,1561,4294251,11988400,periode4
2017-09-19 8:00,1561,4290250,11973210,periode4
2017-09-20 8:00,1558,4259852,11856170,periode4
2017-09-21 8:00,1558,4260490,11858637,periode4
2017-09-22 8:00,1557,4249553,11816337,periode4
2017-09-23 8:00,1556,4238616,11774037,periode4
2017-09-24 8:00,1555,4227679,11731737,periode4
2017-09-25 8:00,1554,4216742,11689437,periode4
2017-09-26 8:00,1553,4205805,11647137,periode4
2017-09-27 8:00,1552,4195324,11606600,periode4
2017-09-28 8:00,1552,4194868,11604837,periode4
2017-09-29 8:00,1551,4183931,11562537,periode4
2017-09-30 8:00,1550,4169593,11505520,periode4
2017-10-01 8:00,1548,4152235,11431360,periode4
2017-10-02 8:00,1548,4154164,11439600,periode4
2017-10-03 8:00,1548,4156093,11447840,periode4
2017-10-04 8:00,1549,4161878,11472560,periode4
2017-10-05 8:00,1550,4175273,11529050,periode4
2017-10-06 8:00,1553,4210636,11665820,periode4
2017-10-07 8:00,1554,4213717,11677737,periode4
2017-10-08 8:00,1552,4195324,11606600,periode4
2017-10-09 8:00,1552,4194868,11604837,periode4
2017-10-10 8:00,1551,4184387,11564300,periode4
2017-10-11 8:00,1551,4183393,11560455,periode4
2017-10-12 8:00,1549,4162843,11476680,periode4
2017-10-13 8:00,1548,4157057,11451960,periode4
2017-10-14 8:00,1548,4151271,11427240,periode4
2017-10-15 8:00,1547,4145485,11402520,periode4
2017-10-16 8:00,1547,4144119,11396683,periode4
2017-10-17 8:00,1546,4134516,11355655,periode4
2017-10-18 8:00,1545,4126199,11320120,periode4
2017-10-19 8:00,1545,4125235,11316000,periode4
2017-10-20 8:00,1545,4121257,11299005,periode4
2017-10-21 8:00,1546,4135280,11358917,periode4
2017-10-22 8:00,1547,4144574,11398627,periode4
2017-10-23 8:00,1548,4156735,11450587,periode4
2017-10-24 8:00,1547,4144950,11400231,periode4
2017-10-25 8:00,1546,4131342,11342093,periode4
2017-10-26 8:00,1546,4134476,11355483,periode4
2017-10-27 8:00,1545,4124431,11312567,periode4
2017-10-28 8:00,1544,4118485,11287160,periode4
2017-10-29 8:00,1545,4121378,11299520,periode4
2017-10-30 8:00,1544,4116556,11278920,periode4
2017-10-31 8:00,1543,4105178,11230304,periode4
2017-11-01 8:00,1541,4090520,11167680,periode4
2017-11-02 8:00,1543,4103056,11221240,periode4
2017-11-03 8:00,1542,4096306,11192400,periode4
2017-11-04 8:00,1542,4096306,11192400,periode4
2017-11-05 8:00,1542,4096306,11192400,periode4
2017-11-06 8:00,1542,4099440,11205790,periode4
2017-11-07 8:00,1542,4095904,11190683,periode4
2017-11-08 8:00,1541,4086312,11149702,periode4
2017-11-09 8:00,1540,4080877,11126480,periode4
2017-11-10 8:00,1540,4078949,11118240,periode4
2017-11-11 8:00,1540,4077984,11114120,periode4
2017-11-12 8:00,1540,4075247,11101940,periode4
2017-11-13 8:00,1539,4065498,11057610,periode4
2017-11-14 8:00,1538,4061067,11037460,periode4
2017-11-15 8:00,1538,4058408,11025370,periode4
2017-11-16 8:00,1543,4109806,11250080,periode4
2017-11-17 8:00,1549,4162843,11476680,periode4
2017-11-18 8:00,1553,4202980,11636210,periode4
2017-11-19 8:00,1554,4219385,11699660,periode4
2017-11-20 8:00,1554,4216104,11686970,periode4
2017-11-21 8:00,1553,4209542,11661590,periode4
2017-11-22 8:00,1553,4208448,11657360,periode4
2017-11-23 8:00,1553,4205167,11644670,periode4
2017-11-24 8:00,1553,4204074,11640440,periode4
2017-11-25 8:00,1553,4201886,11631980,periode4
2017-11-26 8:00,1553,4204074,11640440,periode4
2017-11-27 8:00,1553,4206261,11648900,periode4
2017-11-28 8:00,1552,4196418,11610830,periode4
2017-11-29 8:00,1552,4194230,11602370,periode4
2017-11-30 8:00,1552,4192043,11593910,periode4
2017-12-01 8:00,1552,4194230,11602370,periode4
2017-12-02 8:00,1552,4194230,11602370,periode4
2017-12-03 8:00,1551,4187668,11576990,periode4
2017-12-04 8:00,1552,4190949,11589680,periode4
2017-12-05 8:00,1551,4181106,11551610,periode4
2017-12-06 8:00,1550,4177825,11538920,periode4
2017-12-07 8:00,1550,4175637,11530460,periode4
2017-12-08 8:00,1550,4172486,11517880,periode4
2017-12-09 8:00,1550,4170557,11509640,periode4
2017-12-10 8:00,1549,4167664,11497280,periode4
2017-12-11 8:00,1549,4163807,11480800,periode4
2017-12-12 8:00,1549,4160914,11468440,periode4
2017-12-13 8:00,1548,4158021,11456080,periode4
2017-12-14 8:00,1548,4157057,11451960,periode4
2017-12-15 8:00,1548,4155128,11443720,periode4
2017-12-16 8:00,1548,4156093,11447840,periode4
2017-12-17 8:00,1548,4158021,11456080,periode4
2017-12-18 8:00,1549,4163807,11480800,periode4
2017-12-19 8:00,1549,4163807,11480800,periode4
2017-12-20 8:00,1549,4161878,11472560,periode4
2017-12-21 8:00,1549,4159950,11464320,periode4
2017-12-22 8:00,1549,4166700,11493160,periode4
2017-12-23 8:00,1548,4158986,11460200,periode4
2017-12-24 8:00,1548,4154164,11439600,periode4
2017-12-25 8:00,1548,4153200,11435480,periode4
2017-12-26 8:00,1548,4152235,11431360,periode4
2017-12-27 8:00,1548,4150307,11423120,periode4
2017-12-28 8:00,1548,4152235,11431360,periode4
2017-12-29 8:00,1549,4166700,11493160,periode4
2017-12-30 8:00,1549,4166700,11493160,periode4
2017-12-31 8:00,1548,4158021,11456080,periode4
2018-01-01 8:00,1549,4159950,11464320,periode4
2018-01-02 8:00,1549,4165736,11489040,periode4
2018-01-03 8:00,1548,4158021,11456080,periode4
2018-01-04 8:00,1548,4155128,11443720,periode4
2018-01-05 8:00,1547,4141628,11386040,periode4
2018-01-06 8:00,1546,4137771,11369560,periode4
2018-01-07 8:00,1546,4135842,11361320,periode4
2018-01-08 8:00,1546,4134878,11357200,periode4
2018-01-09 8:00,1546,4131985,11344840,periode4
2018-01-10 8:00,1546,4130056,11336600,periode4
2018-01-11 8:00,1545,4128128,11328360,periode4
2018-01-12 8:00,1546,4131021,11340720,periode4
2018-01-13 8:00,1547,4143557,11394280,periode4
2018-01-14 8:00,1548,4150307,11423120,periode4
2018-01-15 8:00,1548,4151271,11427240,periode4
2018-01-16 8:00,1548,4151271,11427240,periode4
2018-01-17 8:00,1547,4145485,11402520,periode4
2018-01-18 8:00,1546,4139700,11377800,periode4
2018-01-19 8:00,1546,4136807,11365440,periode4
2018-01-20 8:00,1546,4137771,11369560,periode4
2018-01-21 8:00,1546,4133914,11353080,periode4
2018-01-22 8:00,1548,4149342,11419000,periode4
2018-01-23 8:00,1546,4132949,11348960,periode4
2018-01-24 8:00,1544,4115592,11274800,periode4
2018-01-25 8:00,1544,4110770,11254200,periode4
2018-01-26 8:00,1543,4103056,11221240,periode4
2018-01-27 8:00,1542,4101128,11213000,periode4
2018-01-28 8:00,1542,4097270,11196520,periode4
2018-01-29 8:00,1542,4092449,11175920,periode4
2018-01-30 8:00,1541,4089556,11163560,periode4
2018-01-31 8:00,1541,4085699,11147080,periode4
2018-02-01 8:00,1541,4082806,11134720,periode4
2018-02-02 8:00,1540,4081842,11130600,periode4
2018-02-03 8:00,1540,4081842,11130600,periode4
2018-02-04 8:00,1540,4076134,11105970,periode4
2018-02-05 8:00,1539,4068157,11069700,periode4
2018-02-06 8:00,1539,4069043,11073730,periode4
2018-02-07 8:00,1539,4069043,11073730,periode4
2018-02-08 8:00,1539,4067581,11067080,periode4
2018-02-09 8:00,1538,4056635,11017310,periode4
2018-02-10 8:00,1538,4060180,11033430,periode4
2018-02-11 8:00,1538,4062839,11045520,periode4
2018-02-12 8:00,1538,4061067,11037460,periode4
2018-02-13 8:00,1540,4073475,11093880,periode4
2018-02-14 8:00,1539,4067007,11064472,periode4
2018-02-15 8:00,1539,4068157,11069700,periode4
2018-02-16 8:00,1539,4068157,11069700,periode4
2018-02-17 8:00,1539,4067788,11068021,periode4
2018-02-18 8:00,1538,4059615,11030859,periode4
2018-02-19 8:00,1539,4072234,11088238,periode4
2018-02-20 8:00,1540,4076577,11107985,periode4
2018-02-21 8:00,1540,4077020,11110000,periode4
2018-02-22 8:00,1540,4077422,11111717,periode4
2018-02-23 8:00,1543,4102047,11216928,periode4
2018-02-24 8:00,1543,4105949,11233600,periode4
2018-02-25 8:00,1543,4105949,11233600,periode4
2018-02-26 8:00,1543,4106370,11235398,periode4
2018-02-27 8:00,1543,4105949,11233600,periode4
2018-02-28 8:00,1543,4105949,11233600,periode4
2018-03-01 8:00,1543,4105949,11233600,periode4
2018-03-02 8:00,1543,4104503,11227420,periode4
2018-03-03 8:00,1543,4106412,11235578,periode4
2018-03-04 8:00,1543,4103792,11224382,periode4
2018-03-05 8:00,1543,4104985,11229480,periode4
2018-03-06 8:00,1542,4100806,11211627,periode4
2018-03-07 8:00,1542,4096842,11194689,periode4
2018-03-08 8:00,1542,4095904,11190683,periode4
2018-03-09 8:00,1541,4082484,11133347,periode4
2018-03-10 8:00,1540,4076651,11108321,periode4
2018-03-11 8:00,1539,4068157,11069700,periode4
2018-03-12 8:00,1539,4070151,11078767,periode4
2018-03-13 8:00,1538,4059294,11029400,periode4
2018-03-14 8:00,1538,4058548,11026006,periode4
2018-03-15 8:00,1538,4058925,11027721,periode4
2018-03-16 8:00,1537,4050153,10987834,periode4
2018-03-17 8:00,1536,4045822,10968144,periode4
2018-03-18 8:00,1535,4033153,10910536,periode4
2018-03-19 8:00,1535,4029554,10894171,periode4
2018-03-20 8:00,1534,4023618,10867182,periode4
2018-03-21 8:00,1534,4023842,10868200,periode4
2018-03-22 8:00,1533,4018327,10843124,periode4
2018-03-23 8:00,1535,4034351,10915984,periode4
2018-03-24 8:00,1539,4069634,11076417,periode4
2018-03-25 8:00,1543,4106351,11235317,periode4
2018-03-26 8:00,1544,4117135,11281392,periode4
2018-03-27 8:00,1546,4134315,11354797,periode4
2018-03-28 8:00,1547,4146247,11405773,periode4
2018-03-29 8:00,1548,4153762,11437883,periode4
2018-03-30 8:00,1547,4144521,11398400,periode4
2018-03-31 8:00,1547,4143206,11392782,periode4
2018-04-01 8:00,1546,4132123,11345429,periode4
2018-04-02 8:00,1546,4130138,11336947,periode4
2018-04-03 8:00,1545,4125235,11316000,periode4
2018-04-04 8:00,1545,4124371,11312310,periode4
2018-04-05 8:00,1544,4119968,11293498,periode4
2018-04-06 8:00,1544,4115190,11273083,periode4
2018-04-07 8:00,1543,4105547,11231883,periode4
2018-04-08 8:00,1541,4086904,11152230,periode4
2018-04-09 8:00,1542,4095502,11188967,periode4
2018-04-10 8:00,1540,4077020,11110000,periode4
2018-04-11 8:00,1540,4076651,11108321,periode4
2018-04-12 8:00,1539,4068157,11069700,periode4
2018-04-13 8:00,1539,4067271,11065670,periode4
2018-04-14 8:00,1535,4034478,10916560,periode4
2018-04-15 8:00,1538,4058203,11024440,periode4
2018-04-16 8:00,1535,4030046,10896410,periode4
2018-04-17 8:00,1537,4050062,10987421,periode4
2018-04-18 8:00,1535,4032705,10908500,periode4
2018-04-19 8:00,1536,4041199,10947121,periode4
2018-04-20 8:00,1535,4032705,10908500,periode4
2018-04-21 8:00,1535,4032705,10908500,periode4
2018-04-22 8:00,1535,4031966,10905142,periode4
2018-04-23 8:00,1533,4014240,10824542,periode4
2018-04-24 8:00,1531,3996884,10745621,periode4
2018-04-25 8:00,1530,3987216,10701865,periode4
2018-04-26 8:00,1527,3964012,10600350,periode4
2018-04-27 8:00,1526,3955886,10564800,periode4
2018-04-28 8:00,1527,3961303,10588500,periode4
2018-04-29 8:00,1527,3960824,10586403,periode4
2018-04-30 8:00,1524,3930604,10454200,periode4
2018-05-01 8:00,1522,3915255,10387050,periode4
2018-05-02 8:00,1523,3921575,10414700,periode4
2018-05-03 8:00,1529,3976652,10655650,periode4
2018-05-04 8:00,1524,3936925,10481850,periode4
2018-05-05 8:00,1527,3960551,10585208,periode4
2018-05-06 8:00,1525,3942493,10506208,periode4
2018-05-07 8:00,1523,3924811,10428854,periode4
2018-05-08 8:00,1522,3916158,10391000,periode4
2018-05-09 8:00,1520,3898100,10312000,periode4
2018-05-10 8:00,1519,3890921,10281200,periode4
2018-05-11 8:00,1518,3878357,10227300,periode4
2018-05-12 8:00,1516,3866691,10177250,periode4
2018-05-13 8:00,1518,3877332,10222900,periode4
2018-05-14 8:00,1516,3865943,10174042,periode4
2018-05-15 8:00,1515,3852856,10117896,periode4
2018-05-16 8:00,1514,3843073,10075925,periode4
2018-05-17 8:00,1511,3816437,9961650,periode4
2018-05-18 8:00,1510,3811052,9938550,periode4
2018-05-19 8:00,1510,3804050,9908150,periode4
2018-05-20 8:00,1509,3797155,9877990,periode4
2018-05-21 8:00,1509,3799382,9887729,periode4
2018-05-22 8:00,1508,3790763,9850029,periode4
2018-05-23 8:00,1507,3780061,9803218,periode4
2018-05-24 8:00,1506,3773525,9774629,periode4
2018-05-25 8:00,1505,3764906,9736929,periode4
2018-05-26 8:00,1504,3755928,9697658,periode4
2018-05-27 8:00,1502,3738703,9622315,periode4
2018-05-28 8:00,1500,3722170,9550000,periode4
2018-05-29 8:00,1499,3708982,9505960,periode4
2018-05-30 8:00,1499,3710722,9511771,periode4
2018-05-31 8:00,1498,3699732,9475071,periode4
2018-06-01 8:00,1497,3688742,9438371,periode4
2018-06-02 8:00,1496,3677294,9400142,periode4
2018-06-03 8:00,1494,3655772,9328271,periode4
2018-06-04 8:00,1493,3644324,9290042,periode4
2018-06-05 8:00,1491,3622344,9216642,periode4
2018-06-06 8:00,1489,3593073,9144867,periode4
2018-06-07 8:00,1487,3558556,9076300,periode4
2018-06-08 8:00,1485,3520126,8999960,periode4
2018-06-09 8:00,1483,3484686,8929560,periode4
2018-06-10 8:00,1481,3458106,8876760,periode4
2018-06-11 8:00,1480,3433666,8827640,periode4
2018-06-12 8:00,1477,3392938,8730200,periode4
2018-06-13 8:00,1476,3382935,8706267,periode4
2018-06-14 8:00,1476,3380700,8700920,periode4
2018-06-15 8:00,1474,3353863,8636713,periode4
2018-06-16 8:00,1473,3338166,8599160,periode4
2018-06-17 8:00,1471,3307270,8525240,periode4
2018-06-18 8:00,1471,3307270,8525240,periode4
2018-06-19 8:00,1468,3267866,8427170,periode4
2018-06-20 8:00,1466,3242588,8363108,periode4
