X,Date,ImageName,Reservoir_1_px,Reservoir_1_area_ha,Reservoir_2_px,Reservoir_2_area_ha,Reservoir_3_px,Reservoir_3_area_ha,Reservoir_4_px,Reservoir_4_area_ha,Reservoir_5_px,Reservoir_5_area_ha,Reservoir_6_px,Reservoir_6_area_ha,Reservoir_7_px,Reservoir_7_area_ha,Reservoir_8_px,Reservoir_8_area_ha,Reservoir_9_px,Reservoir_9_area_ha,Reservoir_10_px,Reservoir_10_area_ha,Reservoir_11_px,Reservoir_11_area_ha,Reservoir_12_px,Reservoir_12_area_ha
32,2018-06-05,S2A2A_20180605_122_AOI_BOA_10_B1_1500.tif,144,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2018-06-25,S2A2A_20180625_122_AOI_BOA_10_B1_1500.tif,31548,315.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2018-07-05,S2A2A_20180705_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2018-07-15,S2A2A_20180715_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2018-07-25,S2A2A_20180725_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2018-08-14,S2A2A_20180814_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,2.26
38,2018-09-03,S2A2A_20180903_122_AOI_BOA_10_B1_1500.tif,21889,218.89,46,0.46,0,0,1,0.01,664,6.64,0,0,294,2.94,374,3.74,572,5.72,897,8.97,0,0,0,0
39,2018-09-23,S2A2A_20180923_122_AOI_BOA_10_B1_1500.tif,431,4.31,845,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2018-12-22,S2A2A_20181222_122_AOI_BOA_10_B1_1500.tif,2,0.02,0,0,0,0,0,0,595,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2019-02-10,S2A2A_20190210_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2019-02-20,S2A2A_20190220_122_AOI_BOA_10_B1_1500.tif,34943,349.43,2105,21.05,515,5.15,2287,22.87,0,0,187,1.87,0,0,0,0,247,2.47,267,2.67,0,0,120,1.2
43,2019-03-02,S2A2A_20190302_122_AOI_BOA_10_B1_1500.tif,6175,61.75,1770,17.7,720,7.2,1321,13.21,12,0.12,0,0,0,0,0,0,666,6.66,924,9.24,308,3.08,165,1.65
44,2019-03-12,S2A2A_20190312_122_AOI_BOA_10_B1_1500.tif,36,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2019-04-11,S2A2A_20190411_122_AOI_BOA_10_B1_1500.tif,16388,163.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2019-05-11,S2A2A_20190511_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2019-06-30,S2A2A_20190630_122_AOI_BOA_10_B1_1500.tif,144,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0.68
48,2019-07-10,S2A2A_20190710_122_AOI_BOA_10_B1_1500.tif,0,0,37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2019-07-20,S2A2A_20190720_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2019-07-30,S2A2A_20190730_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2019-08-09,S2A2A_20190809_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2019-08-19,S2A2A_20190819_122_AOI_BOA_10_B1_1500.tif,30577,305.77,46,0.46,1040,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1.19,0,0
53,2019-09-08,S2A2A_20190908_122_AOI_BOA_10_B1_1500.tif,41559,415.59,2089,20.89,848,8.48,0,0,224,2.24,232,2.32,298,2.98,0,0,143,1.43,0,0,0,0,580,5.8
54,2019-09-28,S2A2A_20190928_122_AOI_BOA_10_B1_1500.tif,50061,500.61,1165,11.65,0,0,0,0,93,0.93,0,0,0,0,219,2.19,239,2.39,0,0,308,3.08,434,4.34
55,2019-10-18,S2A2A_20191018_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2019-11-07,S2A2A_20191107_122_AOI_BOA_10_B1_1500.tif,21847,218.47,2426,24.26,1282,12.82,0,0,14,0.14,232,2.32,298,2.98,374,3.74,666,6.66,924,9.24,0,0,580,5.8
57,2019-11-27,S2A2A_20191127_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2019-12-07,S2A2A_20191207_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2020-02-25,S2A2A_20200225_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2020-04-05,S2A2A_20200405_122_AOI_BOA_10_B1_1500.tif,0,0,72,0.72,3,0.03,0,0,0,0,55,0.55,0,0,0,0,0,0,0,0,45,0.45,0,0
61,2020-05-05,S2A2A_20200505_122_AOI_BOA_10_B1_1500.tif,13,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2020-05-25,S2A2A_20200525_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2020-06-04,S2A2A_20200604_122_AOI_BOA_10_B1_1500.tif,5049,50.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2020-06-14,S2A2A_20200614_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.02,0,0,0,0,0,0
65,2020-06-24,S2A2A_20200624_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2020-07-04,S2A2A_20200704_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2020-07-14,S2A2A_20200714_122_AOI_BOA_10_B1_1500.tif,2635,26.35,2132,21.32,0,0,312,3.12,0,0,31,0.31,298,2.98,276,2.76,618,6.18,379,3.79,0,0,68,0.68
68,2020-07-24,S2A2A_20200724_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2020-08-03,S2A2A_20200803_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2020-08-13,S2A2A_20200813_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2020-08-23,S2A2A_20200823_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,58,0.58,0,0,0,0,799,7.99,0,0,215,2.15
72,2020-10-02,S2A2A_20201002_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2020-10-22,S2A2A_20201022_122_AOI_BOA_10_B1_1500.tif,0,0,1365,13.65,137,1.37,814,8.14,398,3.98,0,0,0,0,0,0,12,0.12,802,8.02,0,0,0,0
74,2020-11-01,S2A2A_20201101_122_AOI_BOA_10_B1_1500.tif,180,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2020-11-11,S2A2A_20201111_122_AOI_BOA_10_B1_1500.tif,66482,664.82,768,7.68,943,9.43,1443,14.43,381,3.81,165,1.65,292,2.92,0,0,13,0.13,635,6.35,0,0,449,4.49
76,2020-12-01,S2A2A_20201201_122_AOI_BOA_10_B1_1500.tif,54370,543.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2020-12-31,S2A2A_20201231_122_AOI_BOA_10_B1_1500.tif,0,0,2225,22.25,86,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,2021-01-20,S2A2A_20210120_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2021-02-09,S2A2A_20210209_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2021-02-19,S2A2A_20210219_122_AOI_BOA_10_B1_1500.tif,10245,102.45,273,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2021-03-01,S2A2A_20210301_122_AOI_BOA_10_B1_1500.tif,31530,315.3,2281,22.81,607,6.07,628,6.28,417,4.17,192,1.92,0,0,0,0,450,4.5,401,4.01,96,0.96,436,4.36
82,2021-03-31,S2A2A_20210331_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2021-05-10,S2A2A_20210510_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2021-06-19,S2A2A_20210619_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2021-07-09,S2A2A_20210709_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0
86,2021-07-19,S2A2A_20210719_122_AOI_BOA_10_B1_1500.tif,3347,33.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,2.56,308,3.08,0,0
87,2021-07-29,S2A2A_20210729_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2021-08-18,S2A2A_20210818_122_AOI_BOA_10_B1_1500.tif,276,2.76,0,0,0,0,3136,31.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2021-08-28,S2A2A_20210828_122_AOI_BOA_10_B1_1500.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2021-09-07,S2A2A_20210907_122_AOI_BOA_10_B1_1500.tif,36491,364.91,2024,20.24,0,0,0,0,1560,15.6,232,2.32,294,2.94,374,3.74,666,6.66,55,0.55,303,3.03,347,3.47
