X,Date,ImageName,Reservoir_1_px,Reservoir_1_area_ha,Reservoir_2_px,Reservoir_2_area_ha,Reservoir_3_px,Reservoir_3_area_ha,Reservoir_4_px,Reservoir_4_area_ha,Reservoir_5_px,Reservoir_5_area_ha,Reservoir_6_px,Reservoir_6_area_ha,Reservoir_7_px,Reservoir_7_area_ha,Reservoir_8_px,Reservoir_8_area_ha,Reservoir_9_px,Reservoir_9_area_ha,Reservoir_10_px,Reservoir_10_area_ha,Reservoir_11_px,Reservoir_11_area_ha,Reservoir_12_px,Reservoir_12_area_ha
166,2019-08-24,S2B2A_20190824_122_AOI_BOA_10_NDVI.tif,48501,485.01,1311,13.11,382,3.82,1801,18.01,461,4.61,55,0.55,54,0.54,35,0.35,89,0.89,232,2.32,5,0.05,176,1.76
167,2019-09-03,S2B2A_20190903_122_AOI_BOA_10_NDVI.tif,48254,482.54,1399,13.99,376,3.76,2068,20.68,1252,12.52,40,0.4,58,0.58,24,0.24,0,0,108,1.08,0,0,178,1.78
168,2019-09-13,S2B2A_20190913_122_AOI_BOA_10_NDVI.tif,52096,520.96,1526,15.26,417,4.17,1939,19.39,745,7.45,100,1,109,1.09,17,0.17,0,0,302,3.02,0,0,256,2.56
169,2019-09-23,S2B2A_20190923_122_AOI_BOA_10_NDVI.tif,47842,478.42,1351,13.51,303,3.03,1886,18.86,456,4.56,0,0,0,0,2,0.02,0,0,15,0.15,0,0,213,2.13
170,2019-11-02,S2B2A_20191102_122_AOI_BOA_10_NDVI.tif,36142,361.42,1653,16.53,880,8.8,1991,19.91,1194,11.94,70,0.7,83,0.83,2,0.02,187,1.87,67,0.67,0,0,85,0.85
171,2019-12-22,S2B2A_20191222_122_AOI_BOA_10_NDVI.tif,58377,583.77,1808,18.08,775,7.75,2333,23.33,452,4.52,109,1.09,97,0.97,142,1.42,200,2,317,3.17,0,0,243,2.43
172,2020-02-10,S2B2A_20200210_122_AOI_BOA_10_NDVI.tif,67734,677.34,1785,17.85,743,7.43,2341,23.41,1318,13.18,98,0.98,100,1,3,0.03,177,1.77,0,0,36,0.36,230,2.3
173,2020-03-01,S2B2A_20200301_122_AOI_BOA_10_NDVI.tif,66963,669.63,1729,17.29,731,7.31,2292,22.92,1159,11.59,93,0.93,67,0.67,5,0.05,205,2.05,290,2.9,31,0.31,224,2.24
174,2020-04-10,S2B2A_20200410_122_AOI_BOA_10_NDVI.tif,65958,659.58,1434,14.34,679,6.79,872,8.72,1293,12.93,96,0.96,81,0.81,105,1.05,0,0,298,2.98,133,1.33,245,2.45
175,2020-05-10,S2B2A_20200510_122_AOI_BOA_10_NDVI.tif,58032,580.32,4,0.04,87,0.87,896,8.96,0,0,0,0,0,0,0,0,0,0,4,0.04,0,0,143,1.43
176,2020-06-29,S2B2A_20200629_122_AOI_BOA_10_NDVI.tif,58030,580.3,1254,12.54,870,8.7,2221,22.21,64,0.64,25,0.25,18,0.18,0,0,0,0,83,0.83,99,0.99,221,2.21
177,2020-07-09,S2B2A_20200709_122_AOI_BOA_10_NDVI.tif,42464,424.64,1003,10.03,346,3.46,881,8.81,233,2.33,31,0.31,36,0.36,0,0,0,0,112,1.12,92,0.92,223,2.23
178,2020-07-19,S2B2A_20200719_122_AOI_BOA_10_NDVI.tif,55662,556.62,1333,13.33,826,8.26,2103,21.03,276,2.76,29,0.29,43,0.43,9,0.09,0,0,124,1.24,96,0.96,222,2.22
179,2020-07-29,S2B2A_20200729_122_AOI_BOA_10_NDVI.tif,54363,543.63,1296,12.96,728,7.28,2186,21.86,391,3.91,15,0.15,37,0.37,45,0.45,2,0.02,64,0.64,88,0.88,205,2.05
180,2020-08-08,S2B2A_20200808_122_AOI_BOA_10_NDVI.tif,53044,530.44,1449,14.49,707,7.07,2222,22.22,529,5.29,19,0.19,44,0.44,9,0.09,2,0.02,107,1.07,80,0.8,182,1.82
181,2020-08-18,S2B2A_20200818_122_AOI_BOA_10_NDVI.tif,52130,521.3,437,4.37,610,6.1,2138,21.38,8,0.08,0,0,0,0,0,0,0,0,8,0.08,79,0.79,203,2.03
182,2020-08-28,S2B2A_20200828_122_AOI_BOA_10_NDVI.tif,51205,512.05,1519,15.19,599,5.99,2150,21.5,563,5.63,1,0.01,46,0.46,0,0,4,0.04,99,0.99,73,0.73,207,2.07
183,2020-09-07,S2B2A_20200907_122_AOI_BOA_10_NDVI.tif,50000,500,1544,15.44,606,6.06,2128,21.28,581,5.81,5,0.05,33,0.33,2,0.02,1,0.01,118,1.18,81,0.81,183,1.83
184,2020-09-17,S2B2A_20200917_122_AOI_BOA_10_NDVI.tif,50252,502.52,1267,12.67,605,6.05,2096,20.96,807,8.07,53,0.53,50,0.5,28,0.28,53,0.53,39,0.39,61,0.61,107,1.07
185,2020-10-17,S2B2A_20201017_122_AOI_BOA_10_NDVI.tif,43501,435.01,1561,15.61,635,6.35,2000,20,857,8.57,68,0.68,16,0.16,102,1.02,38,0.38,103,1.03,64,0.64,112,1.12
186,2020-11-26,S2B2A_20201126_122_AOI_BOA_10_NDVI.tif,47776,477.76,1117,11.17,1040,10.4,1605,16.05,768,7.68,211,2.11,46,0.46,112,1.12,4,0.04,127,1.27,157,1.57,185,1.85
187,2020-12-16,S2B2A_20201216_122_AOI_BOA_10_NDVI.tif,49540,495.4,1606,16.06,660,6.6,2016,20.16,970,9.7,87,0.87,72,0.72,109,1.09,3,0.03,267,2.67,43,0.43,215,2.15
188,2021-02-24,S2B2A_20210224_122_AOI_BOA_10_NDVI.tif,48540,485.4,1376,13.76,649,6.49,1919,19.19,722,7.22,0,0,33,0.33,0,0,0,0,0,0,38,0.38,160,1.6
189,2021-03-06,S2B2A_20210306_122_AOI_BOA_10_NDVI.tif,34641,346.41,0,0,235,2.35,752,7.52,3,0.03,0,0,0,0,0,0,0,0,0,0,22,0.22,0,0
190,2021-03-26,S2B2A_20210326_122_AOI_BOA_10_NDVI.tif,48276,482.76,1781,17.81,725,7.25,1947,19.47,606,6.06,84,0.84,74,0.74,115,1.15,125,1.25,293,2.93,120,1.2,171,1.71
191,2021-04-25,S2B2A_20210425_122_AOI_BOA_10_NDVI.tif,46871,468.71,1535,15.35,711,7.11,1879,18.79,163,1.63,44,0.44,31,0.31,34,0.34,4,0.04,107,1.07,111,1.11,165,1.65
192,2021-06-14,S2B2A_20210614_122_AOI_BOA_10_NDVI.tif,40785,407.85,714,7.14,596,5.96,1768,17.68,0,0,34,0.34,31,0.31,4,0.04,0,0,13,0.13,103,1.03,150,1.5
193,2021-07-04,S2B2A_20210704_122_AOI_BOA_10_NDVI.tif,37470,374.7,0,0,446,4.46,1657,16.57,0,0,0,0,0,0,0,0,0,0,0,0,75,0.75,2,0.02
194,2021-07-14,S2B2A_20210714_122_AOI_BOA_10_NDVI.tif,26329,263.29,1076,10.76,392,3.92,1735,17.35,106,1.06,14,0.14,31,0.31,0,0,0,0,44,0.44,94,0.94,142,1.42
195,2021-07-24,S2B2A_20210724_122_AOI_BOA_10_NDVI.tif,35260,352.6,1209,12.09,344,3.44,1704,17.04,0,0,0,0,22,0.22,0,0,0,0,0,0,87,0.87,124,1.24
196,2021-08-13,S2B2A_20210813_122_AOI_BOA_10_NDVI.tif,32238,322.38,4,0.04,222,2.22,1611,16.11,0,0,0,0,0,0,0,0,0,0,0,0,3,0.03,41,0.41
197,2021-08-23,S2B2A_20210823_122_AOI_BOA_10_NDVI.tif,30884,308.84,1349,13.49,278,2.78,1674,16.74,22,0.22,0,0,14,0.14,2,0.02,0,0,0,0,86,0.86,130,1.3
198,2021-10-12,S2B2A_20211012_122_AOI_BOA_10_NDVI.tif,26845,268.45,1398,13.98,170,1.7,1593,15.93,106,1.06,37,0.37,53,0.53,44,0.44,0,0,161,1.61,56,0.56,144,1.44
199,2021-11-11,S2B2A_20211111_122_AOI_BOA_10_NDVI.tif,35510,355.1,1703,17.03,703,7.03,2179,21.79,1192,11.92,85,0.85,79,0.79,139,1.39,182,1.82,333,3.33,125,1.25,243,2.43
200,2021-12-01,S2B2A_20211201_122_AOI_BOA_10_NDVI.tif,34777,347.77,1640,16.4,850,8.5,2192,21.92,1032,10.32,103,1.03,93,0.93,136,1.36,117,1.17,312,3.12,100,1,221,2.21
201,2021-12-31,S2B2A_20211231_122_AOI_BOA_10_NDVI.tif,36326,363.26,1043,10.43,151,1.51,2302,23.02,1143,11.43,0,0,0,0,0,0,48,0.48,148,1.48,61,0.61,11,0.11
202,2022-01-20,S2B2A_20220120_122_AOI_BOA_10_NDVI.tif,36340,363.4,1759,17.59,775,7.75,2293,22.93,1267,12.67,108,1.08,92,0.92,70,0.7,102,1.02,313,3.13,112,1.12,198,1.98
203,2022-01-30,S2B2A_20220130_122_AOI_BOA_10_NDVI.tif,36431,364.31,1754,17.54,824,8.24,2309,23.09,1191,11.91,105,1.05,95,0.95,121,1.21,80,0.8,285,2.85,109,1.09,191,1.91
204,2022-02-09,S2B2A_20220209_122_AOI_BOA_10_NDVI.tif,36086,360.86,1735,17.35,829,8.29,2300,23,1158,11.58,108,1.08,90,0.9,123,1.23,33,0.33,304,3.04,83,0.83,195,1.95
205,2022-04-10,S2B2A_20220410_122_AOI_BOA_10_NDVI.tif,21808,218.08,3,0.03,711,7.11,1622,16.22,0,0,0,0,0,0,0,0,0,0,0,0,44,0.44,0,0
206,2022-05-20,S2B2A_20220520_122_AOI_BOA_10_NDVI.tif,31652,316.52,1189,11.89,767,7.67,2105,21.05,169,1.69,74,0.74,18,0.18,77,0.77,0,0,13,0.13,79,0.79,166,1.66
207,2022-05-30,S2B2A_20220530_122_AOI_BOA_10_NDVI.tif,30588,305.88,1128,11.28,766,7.66,2106,21.06,56,0.56,84,0.84,5,0.05,2,0.02,9,0.09,0,0,96,0.96,162,1.62
208,2022-06-19,S2B2A_20220619_122_AOI_BOA_10_NDVI.tif,17374,173.74,826,8.26,705,7.05,1902,19.02,54,0.54,33,0.33,8,0.08,54,0.54,0,0,21,0.21,7,0.07,148,1.48
209,2022-06-29,S2B2A_20220629_122_AOI_BOA_10_NDVI.tif,24703,247.03,0,0,657,6.57,1834,18.34,0,0,53,0.53,0,0,0,0,0,0,0,0,64,0.64,132,1.32
210,2022-07-09,S2B2A_20220709_122_AOI_BOA_10_NDVI.tif,21737,217.37,257,2.57,77,0.77,1451,14.51,31,0.31,65,0.65,1,0.01,99,0.99,0,0,49,0.49,26,0.26,172,1.72
211,2022-07-19,S2B2A_20220719_122_AOI_BOA_10_NDVI.tif,21452,214.52,237,2.37,604,6.04,1875,18.75,68,0.68,47,0.47,0,0,15,0.15,0,0,63,0.63,62,0.62,166,1.66
212,2022-07-29,S2B2A_20220729_122_AOI_BOA_10_NDVI.tif,20313,203.13,379,3.79,558,5.58,1853,18.53,13,0.13,33,0.33,0,0,49,0.49,0,0,64,0.64,63,0.63,153,1.53
213,2022-08-08,S2B2A_20220808_122_AOI_BOA_10_NDVI.tif,19283,192.83,1085,10.85,556,5.56,1862,18.62,149,1.49,47,0.47,7,0.07,102,1.02,1,0.01,177,1.77,43,0.43,165,1.65
214,2022-10-17,S2B2A_20221017_122_AOI_BOA_10_NDVI.tif,24350,243.5,589,5.89,287,2.87,1675,16.75,202,2.02,10,0.1,19,0.19,74,0.74,0,0,511,5.11,97,0.97,137,1.37
215,2022-10-27,S2B2A_20221027_122_AOI_BOA_10_NDVI.tif,16455,164.55,1391,13.91,336,3.36,1712,17.12,242,2.42,36,0.36,0,0,101,1.01,0,0,211,2.11,0,0,150,1.5
216,2022-11-16,S2B2A_20221116_122_AOI_BOA_10_NDVI.tif,16465,164.65,1376,13.76,427,4.27,1717,17.17,334,3.34,56,0.56,27,0.27,105,1.05,0,0,206,2.06,19,0.19,143,1.43
217,2022-12-26,S2B2A_20221226_122_AOI_BOA_10_NDVI.tif,16307,163.07,1385,13.85,480,4.8,1686,16.86,703,7.03,34,0.34,25,0.25,98,0.98,0,0,212,2.12,1,0.01,138,1.38
218,2023-01-15,S2B2A_20230115_122_AOI_BOA_10_NDVI.tif,16121,161.21,1365,13.65,439,4.39,1670,16.7,682,6.82,27,0.27,0,0,88,0.88,0,0,195,1.95,0,0,128,1.28
219,2023-02-04,S2B2A_20230204_122_AOI_BOA_10_NDVI.tif,16086,160.86,1408,14.08,478,4.78,1657,16.57,659,6.59,54,0.54,14,0.14,92,0.92,0,0,209,2.09,15,0.15,127,1.27
220,2023-02-14,S2B2A_20230214_122_AOI_BOA_10_NDVI.tif,16794,167.94,1515,15.15,494,4.94,1700,17,873,8.73,49,0.49,26,0.26,98,0.98,0,0,227,2.27,69,0.69,133,1.33
221,2023-03-16,S2B2A_20230316_122_AOI_BOA_10_NDVI.tif,15455,154.55,0,0,0,0,1429,14.29,495,4.95,0,0,0,0,0,0,0,0,0,0,10,0.1,0,0
222,2023-03-26,S2B2A_20230326_122_AOI_BOA_10_NDVI.tif,15682,156.82,1402,14.02,546,5.46,1576,15.76,592,5.92,1,0.01,1,0.01,79,0.79,0,0,202,2.02,60,0.6,103,1.03
223,2023-06-24,S2B2A_20230624_122_AOI_BOA_10_NDVI.tif,13559,135.59,1504,15.04,460,4.6,1464,14.64,0,0,0,0,0,0,92,0.92,0,0,0,0,145,1.45,107,1.07
224,2023-07-04,S2B2A_20230704_122_AOI_BOA_10_NDVI.tif,13171,131.71,1455,14.55,378,3.78,1436,14.36,0,0,0,0,0,0,91,0.91,0,0,0,0,143,1.43,99,0.99
225,2023-07-24,S2B2A_20230724_122_AOI_BOA_10_NDVI.tif,11757,117.57,1283,12.83,286,2.86,1298,12.98,0,0,0,0,0,0,68,0.68,0,0,0,0,106,1.06,88,0.88
226,2023-08-03,S2B2A_20230803_122_AOI_BOA_10_NDVI.tif,11416,114.16,1378,13.78,266,2.66,1300,13,0,0,0,0,0,0,81,0.81,0,0,0,0,108,1.08,86,0.86
227,2023-08-13,S2B2A_20230813_122_AOI_BOA_10_NDVI.tif,10948,109.48,1361,13.61,252,2.52,1245,12.45,0,0,0,0,0,0,80,0.8,0,0,0,0,95,0.95,79,0.79
228,2023-08-23,S2B2A_20230823_122_AOI_BOA_10_NDVI.tif,10558,105.58,1370,13.7,218,2.18,1181,11.81,0,0,0,0,0,0,86,0.86,0,0,0,0,97,0.97,74,0.74
229,2023-09-12,S2B2A_20230912_122_AOI_BOA_10_NDVI.tif,10024,100.24,1330,13.3,4,0.04,1119,11.19,0,0,0,0,0,0,81,0.81,0,0,0,0,84,0.84,62,0.62
230,2023-09-22,S2B2A_20230922_122_AOI_BOA_10_NDVI.tif,9831,98.31,1218,12.18,64,0.64,1087,10.87,0,0,0,0,0,0,68,0.68,0,0,0,0,76,0.76,59,0.59
