,collection,productIdentifier,parentIdentifier,organisationName,startDate,completionDate,productType,processingLevel,platform,instrument,resolution,sensorMode,orbitNumber,relativeOrbitNumber,quicklook,thumbnail,updated,published,waterCover,snowCover,cloudCover,centroid,version,percentSaturatedPixelsMax,percentNoDataPixelsMax,nbColInterpolationErrorMax,percentGroundUsefulPixels,percentUsefulPixelsMin,location,productionDate,bands,thermBands,nb_cols,nb_rows,tileId,title,oragnisationName,services,urlwms
26,VENUSVM05,VENUS-XS_20230208-050859-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-02-08T05:08:59Z,2023-02-08T05:08:59Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29664,29664,https://theia.cnes.fr/data//VENUSVM05/2023/02/08/VENUS-XS_20230208-050859-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230208-050859-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/02/08/VENUS-XS_20230208-050859-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230208-050859-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-03-22T12:33:16Z,2023-03-22T12:33:16Z,0,,22,"{'type': 'Point', 'coordinates': [76.598110198974, 11.748216629028]}",3-1,,,,,,BANDIPUR,2023-03-22T11:17:17Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10195,8916,,VENUS-XS_20230208-050859-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/f78e238c-62bf-5284-a01c-04a0c57287e4/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230208-050859-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/f78e238c-62bf-5284-a01c-04a0c57287e4/download', 'mimeType': 'application/zip', 'checksum': '84b240ac915e57f0fdc89448c34da242'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230208-050859-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=02&jourProduit=08&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505935.4374988,1298624.7539465,8547789.8062811,1335520.3557447&WIDTH=256&HEIGHT=256&"
27,VENUSVM05,VENUS-XS_20230206-050847-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-02-06T05:08:47Z,2023-02-06T05:08:47Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29634,29634,https://theia.cnes.fr/data//VENUSVM05/2023/02/06/VENUS-XS_20230206-050847-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230206-050847-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/02/06/VENUS-XS_20230206-050847-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230206-050847-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-03-22T12:30:14Z,2023-03-22T12:30:14Z,0,,0,"{'type': 'Point', 'coordinates': [76.598110198974, 11.748216629028]}",3-1,,,,,,BANDIPUR,2023-03-22T10:57:34Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10195,8916,,VENUS-XS_20230206-050847-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/69051401-4fc9-59c1-8252-8d88f79631cf/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230206-050847-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/69051401-4fc9-59c1-8252-8d88f79631cf/download', 'mimeType': 'application/zip', 'checksum': '234ddead7a643a528f7b59bec176aa73'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230206-050847-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=02&jourProduit=06&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505935.4374988,1298624.7539465,8547789.8062811,1335520.3557447&WIDTH=256&HEIGHT=256&"
28,VENUSVM05,VENUS-XS_20230129-050736-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-01-29T05:07:36Z,2023-01-29T05:07:36Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29514,29514,https://theia.cnes.fr/data//VENUSVM05/2023/01/29/VENUS-XS_20230129-050736-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230129-050736-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/01/29/VENUS-XS_20230129-050736-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230129-050736-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-03-22T10:29:40Z,2023-03-22T10:29:40Z,0,,0,"{'type': 'Point', 'coordinates': [76.598110198974, 11.748216629028]}",3-1,,,,,,BANDIPUR,2023-03-22T09:17:36Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10195,8916,,VENUS-XS_20230129-050736-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/8cddacb8-5b40-5946-8ea6-088bab8457d0/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230129-050736-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/8cddacb8-5b40-5946-8ea6-088bab8457d0/download', 'mimeType': 'application/zip', 'checksum': '869f5428b175c9e4e57db01fec1998ff'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230129-050736-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=01&jourProduit=29&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505935.4374988,1298624.7539465,8547789.8062811,1335520.3557447&WIDTH=256&HEIGHT=256&"
29,VENUSVM05,VENUS-XS_20230127-050740-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-01-27T05:07:40Z,2023-01-27T05:07:40Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29484,29484,https://theia.cnes.fr/data//VENUSVM05/2023/01/27/VENUS-XS_20230127-050740-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230127-050740-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/01/27/VENUS-XS_20230127-050740-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230127-050740-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-03-22T10:27:30Z,2023-03-22T10:27:30Z,0,,0,"{'type': 'Point', 'coordinates': [76.598110198974, 11.748216629028]}",3-1,,,,,,BANDIPUR,2023-03-22T09:07:18Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10195,8916,,VENUS-XS_20230127-050740-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/61c7b1d6-4d83-5524-97f3-8d753c5c8fb7/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230127-050740-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/61c7b1d6-4d83-5524-97f3-8d753c5c8fb7/download', 'mimeType': 'application/zip', 'checksum': '76a4bca781ae46a384c13e0c0fd741c3'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230127-050740-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=01&jourProduit=27&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505935.4374988,1298624.7539465,8547789.8062811,1335520.3557447&WIDTH=256&HEIGHT=256&"
30,VENUSVM05,VENUS-XS_20230123-050919-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-01-23T05:09:19Z,2023-01-23T05:09:19Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29424,29424,https://theia.cnes.fr/data//VENUSVM05/2023/01/23/VENUS-XS_20230123-050919-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230123-050919-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/01/23/VENUS-XS_20230123-050919-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230123-050919-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-03-22T10:22:41Z,2023-03-22T10:22:41Z,0,,7,"{'type': 'Point', 'coordinates': [76.598110198974, 11.748216629028]}",3-1,,,,,,BANDIPUR,2023-03-22T08:27:10Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10195,8916,,VENUS-XS_20230123-050919-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/b9265c38-7267-5b69-8d0b-ca11b86c3d62/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230123-050919-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/b9265c38-7267-5b69-8d0b-ca11b86c3d62/download', 'mimeType': 'application/zip', 'checksum': 'fd75a6ae262311876694f499437b799f'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230123-050919-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=01&jourProduit=23&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505935.4374988,1298624.7539465,8547789.8062811,1335520.3557447&WIDTH=256&HEIGHT=256&"
31,VENUSVM05,VENUS-XS_20230119-051045-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-01-19T05:10:45Z,2023-01-19T05:10:45Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29364,29364,https://theia.cnes.fr/data//VENUSVM05/2023/01/19/VENUS-XS_20230119-051045-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230119-051045-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/01/19/VENUS-XS_20230119-051045-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230119-051045-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-03-22T08:22:21Z,2023-03-22T08:22:21Z,0,,1,"{'type': 'Point', 'coordinates': [76.598110198974, 11.748216629028]}",3-1,,,,,,BANDIPUR,2023-03-22T07:37:00Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10195,8916,,VENUS-XS_20230119-051045-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/36936eae-05be-5673-b017-a155e7678eaf/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230119-051045-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/36936eae-05be-5673-b017-a155e7678eaf/download', 'mimeType': 'application/zip', 'checksum': 'c2a37f972b33ed850877c201e19d7202'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230119-051045-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=01&jourProduit=19&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505935.4374988,1298624.7539465,8547789.8062811,1335520.3557447&WIDTH=256&HEIGHT=256&"
32,VENUSVM05,VENUS-XS_20230118-051104-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-01-18T05:11:04Z,2023-01-18T05:11:04Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29349,29349,https://theia.cnes.fr/data//VENUSVM05/2023/01/18/VENUS-XS_20230118-051104-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230118-051104-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/01/18/VENUS-XS_20230118-051104-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230118-051104-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-07-18T16:43:03Z,2023-07-18T16:43:03Z,0,,0,"{'type': 'Point', 'coordinates': [76.598094940186, 11.748217105865]}",3-1,,,,,,BANDIPUR,2023-07-18T15:25:54Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10200,8916,,VENUS-XS_20230118-051104-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/7709746b-5f11-5ad9-b8eb-a49eed194d50/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230118-051104-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/7709746b-5f11-5ad9-b8eb-a49eed194d50/download', 'mimeType': 'application/zip', 'checksum': '6320a10fe94577bc5bd7c7eb4beab3b3'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230118-051104-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=01&jourProduit=18&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505923.5472945,1298624.7539465,8547798.2992842,1335520.4642432&WIDTH=256&HEIGHT=256&"
33,VENUSVM05,VENUS-XS_20230117-051122-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-01-17T05:11:22Z,2023-01-17T05:11:22Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29334,29334,https://theia.cnes.fr/data//VENUSVM05/2023/01/17/VENUS-XS_20230117-051122-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230117-051122-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/01/17/VENUS-XS_20230117-051122-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230117-051122-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-07-18T16:41:42Z,2023-07-18T16:41:42Z,0,,1,"{'type': 'Point', 'coordinates': [76.598110198974, 11.748216629028]}",3-1,,,,,,BANDIPUR,2023-07-18T15:18:11Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10195,8916,,VENUS-XS_20230117-051122-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/f254477d-3f17-5c91-875d-5489e0546d91/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230117-051122-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/f254477d-3f17-5c91-875d-5489e0546d91/download', 'mimeType': 'application/zip', 'checksum': '8c2034a349af6f4744b4158fea95ca0d'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230117-051122-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=01&jourProduit=17&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505935.4374988,1298624.7539465,8547789.8062811,1335520.3557447&WIDTH=256&HEIGHT=256&"
34,VENUSVM05,VENUS-XS_20230115-051156-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-01-15T05:11:56Z,2023-01-15T05:11:56Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29304,29304,https://theia.cnes.fr/data//VENUSVM05/2023/01/15/VENUS-XS_20230115-051156-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230115-051156-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/01/15/VENUS-XS_20230115-051156-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230115-051156-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-07-18T16:41:46Z,2023-07-18T16:41:46Z,0,,0,"{'type': 'Point', 'coordinates': [76.598110198974, 11.748216629028]}",3-1,,,,,,BANDIPUR,2023-07-18T15:18:10Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10195,8916,,VENUS-XS_20230115-051156-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/5a58d5b1-9ee6-5f10-b783-e4d380302278/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230115-051156-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/5a58d5b1-9ee6-5f10-b783-e4d380302278/download', 'mimeType': 'application/zip', 'checksum': '5dc4446200e2bf0e7642d9d2a9e6db51'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230115-051156-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=01&jourProduit=15&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505935.4374988,1298624.7539465,8547789.8062811,1335520.3557447&WIDTH=256&HEIGHT=256&"
35,VENUSVM05,VENUS-XS_20230114-051212-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-01-14T05:12:12Z,2023-01-14T05:12:12Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29289,29289,https://theia.cnes.fr/data//VENUSVM05/2023/01/14/VENUS-XS_20230114-051212-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230114-051212-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/01/14/VENUS-XS_20230114-051212-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230114-051212-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-07-18T16:41:45Z,2023-07-18T16:41:45Z,0,,0,"{'type': 'Point', 'coordinates': [76.598094940186, 11.748217105865]}",3-1,,,,,,BANDIPUR,2023-07-18T15:07:04Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10200,8916,,VENUS-XS_20230114-051212-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/ee462a5c-46d1-575c-9a23-e004336499fd/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230114-051212-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/ee462a5c-46d1-575c-9a23-e004336499fd/download', 'mimeType': 'application/zip', 'checksum': '962793169a39747a3dd7c910e9bb05c8'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230114-051212-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=01&jourProduit=14&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505923.5472945,1298624.7539465,8547798.2992842,1335520.4642432&WIDTH=256&HEIGHT=256&"
